country	year	month	day	vaccine	total_vaccinations	continent
Romania	2021	2021-6	2021-06-06	Johnson&Johnson	160015	Europe
Romania	2021	2021-6	2021-06-06	Moderna	673620	Europe
Romania	2021	2021-6	2021-06-06	Oxford/AstraZeneca	814255	Europe
Romania	2021	2021-6	2021-06-06	Pfizer/BioNTech	6582226	Europe
Romania	2021	2021-6	2021-06-07	Johnson&Johnson	167095	Europe
Romania	2021	2021-6	2021-06-07	Moderna	676640	Europe
Romania	2021	2021-6	2021-06-07	Oxford/AstraZeneca	816266	Europe
Romania	2021	2021-6	2021-06-07	Pfizer/BioNTech	6619520	Europe
Slovakia	2020	2020-12	2020-12-29	Moderna	0	Europe
Slovakia	2020	2020-12	2020-12-29	Oxford/AstraZeneca	0	Europe
Slovakia	2020	2020-12	2020-12-29	Pfizer/BioNTech	0	Europe
Slovakia	2021	2021-1	2021-01-05	Moderna	0	Europe
Slovakia	2021	2021-1	2021-01-05	Oxford/AstraZeneca	0	Europe
Slovakia	2021	2021-1	2021-01-05	Pfizer/BioNTech	25356	Europe
Slovakia	2021	2021-1	2021-01-12	Moderna	0	Europe
Slovakia	2021	2021-1	2021-01-12	Oxford/AstraZeneca	0	Europe
Slovakia	2021	2021-1	2021-01-12	Pfizer/BioNTech	63453	Europe
Slovakia	2021	2021-1	2021-01-19	Moderna	0	Europe
Slovakia	2021	2021-1	2021-01-19	Oxford/AstraZeneca	0	Europe
Slovakia	2021	2021-1	2021-01-19	Pfizer/BioNTech	102183	Europe
Slovakia	2021	2021-1	2021-01-26	Moderna	70	Europe
Slovakia	2021	2021-1	2021-01-26	Oxford/AstraZeneca	0	Europe
Slovakia	2021	2021-1	2021-01-26	Pfizer/BioNTech	148709	Europe
Slovakia	2021	2021-2	2021-02-02	Moderna	1669	Europe
Slovakia	2021	2021-2	2021-02-02	Oxford/AstraZeneca	0	Europe
Slovakia	2021	2021-2	2021-02-02	Pfizer/BioNTech	215262	Europe
Slovakia	2021	2021-2	2021-02-09	Moderna	6326	Europe
Slovakia	2021	2021-2	2021-02-09	Oxford/AstraZeneca	11815	Europe
Slovakia	2021	2021-2	2021-02-09	Pfizer/BioNTech	280885	Europe
Slovakia	2021	2021-2	2021-02-16	Moderna	17813	Europe
Slovakia	2021	2021-2	2021-02-16	Oxford/AstraZeneca	27911	Europe
Slovakia	2021	2021-2	2021-02-16	Pfizer/BioNTech	327102	Europe
Slovakia	2021	2021-2	2021-02-23	Moderna	22167	Europe
Slovakia	2021	2021-2	2021-02-23	Oxford/AstraZeneca	48414	Europe
Slovakia	2021	2021-2	2021-02-23	Pfizer/BioNTech	378280	Europe
Slovakia	2021	2021-3	2021-03-02	Moderna	24308	Europe
Slovakia	2021	2021-3	2021-03-02	Oxford/AstraZeneca	89877	Europe
Slovakia	2021	2021-3	2021-03-02	Pfizer/BioNTech	431772	Europe
Slovakia	2021	2021-3	2021-03-09	Moderna	29314	Europe
Slovakia	2021	2021-3	2021-03-09	Oxford/AstraZeneca	135031	Europe
Slovakia	2021	2021-3	2021-03-09	Pfizer/BioNTech	489956	Europe
Slovakia	2021	2021-3	2021-03-16	Moderna	41052	Europe
Slovakia	2021	2021-3	2021-03-16	Oxford/AstraZeneca	182536	Europe
Slovakia	2021	2021-3	2021-03-16	Pfizer/BioNTech	564995	Europe
Slovakia	2021	2021-3	2021-03-23	Moderna	56082	Europe
Slovakia	2021	2021-3	2021-03-23	Oxford/AstraZeneca	220467	Europe
Slovakia	2021	2021-3	2021-03-23	Pfizer/BioNTech	643413	Europe
Slovakia	2021	2021-3	2021-03-30	Moderna	67544	Europe
Slovakia	2021	2021-3	2021-03-30	Oxford/AstraZeneca	248844	Europe
Slovakia	2021	2021-3	2021-03-30	Pfizer/BioNTech	709640	Europe
Slovakia	2021	2021-4	2021-04-06	Moderna	79777	Europe
Slovakia	2021	2021-4	2021-04-06	Oxford/AstraZeneca	299426	Europe
Slovakia	2021	2021-4	2021-04-06	Pfizer/BioNTech	782190	Europe
Slovakia	2021	2021-4	2021-04-13	Moderna	98460	Europe
Slovakia	2021	2021-4	2021-04-13	Oxford/AstraZeneca	352716	Europe
Slovakia	2021	2021-4	2021-04-13	Pfizer/BioNTech	865964	Europe
Slovakia	2021	2021-4	2021-04-20	Moderna	120455	Europe
Slovakia	2021	2021-4	2021-04-20	Oxford/AstraZeneca	397340	Europe
Slovakia	2021	2021-4	2021-04-20	Pfizer/BioNTech	951050	Europe
Slovakia	2021	2021-4	2021-04-27	Moderna	142109	Europe
Slovakia	2021	2021-4	2021-04-27	Oxford/AstraZeneca	435258	Europe
Slovakia	2021	2021-4	2021-04-27	Pfizer/BioNTech	1063194	Europe
Slovakia	2021	2021-5	2021-05-04	Moderna	169794	Europe
Slovakia	2021	2021-5	2021-05-04	Oxford/AstraZeneca	472369	Europe
Slovakia	2021	2021-5	2021-05-04	Pfizer/BioNTech	1202232	Europe
Slovakia	2021	2021-5	2021-05-11	Moderna	197888	Europe
Slovakia	2021	2021-5	2021-05-11	Oxford/AstraZeneca	514503	Europe
Slovakia	2021	2021-5	2021-05-11	Pfizer/BioNTech	1371808	Europe
Slovakia	2021	2021-5	2021-05-18	Moderna	229623	Europe
Slovakia	2021	2021-5	2021-05-18	Oxford/AstraZeneca	562104	Europe
Slovakia	2021	2021-5	2021-05-18	Pfizer/BioNTech	1543190	Europe
Slovakia	2021	2021-5	2021-05-25	Moderna	257982	Europe
Slovakia	2021	2021-5	2021-05-25	Oxford/AstraZeneca	601749	Europe
Slovakia	2021	2021-5	2021-05-25	Pfizer/BioNTech	1725532	Europe
Slovakia	2021	2021-6	2021-06-01	Moderna	269177	Europe
Slovakia	2021	2021-6	2021-06-01	Oxford/AstraZeneca	603383	Europe
Slovakia	2021	2021-6	2021-06-01	Pfizer/BioNTech	1792374	Europe
Slovenia	2020	2020-12	2020-12-29	Pfizer/BioNTech	6086	Europe
Slovenia	2021	2021-1	2021-01-05	Pfizer/BioNTech	30211	Europe
Slovenia	2021	2021-1	2021-01-12	Pfizer/BioNTech	49120	Europe
Slovenia	2021	2021-1	2021-01-19	Moderna	514	Europe
Slovenia	2021	2021-1	2021-01-19	Pfizer/BioNTech	63508	Europe
Slovenia	2021	2021-1	2021-01-26	Moderna	515	Europe
Slovenia	2021	2021-1	2021-01-26	Pfizer/BioNTech	81249	Europe
Slovenia	2021	2021-2	2021-02-02	Moderna	934	Europe
Slovenia	2021	2021-2	2021-02-02	Pfizer/BioNTech	100407	Europe
Slovenia	2021	2021-2	2021-02-09	Moderna	3795	Europe
Slovenia	2021	2021-2	2021-02-09	Oxford/AstraZeneca	2160	Europe
Slovenia	2021	2021-2	2021-02-09	Pfizer/BioNTech	117289	Europe
Slovenia	2021	2021-2	2021-02-16	Moderna	4525	Europe
Slovenia	2021	2021-2	2021-02-16	Oxford/AstraZeneca	6150	Europe
Slovenia	2021	2021-2	2021-02-16	Pfizer/BioNTech	137580	Europe
Slovenia	2021	2021-2	2021-02-23	Moderna	4840	Europe
Slovenia	2021	2021-2	2021-02-23	Oxford/AstraZeneca	13855	Europe
Slovenia	2021	2021-2	2021-02-23	Pfizer/BioNTech	158172	Europe
Slovenia	2021	2021-3	2021-03-02	Moderna	9019	Europe
Slovenia	2021	2021-3	2021-03-02	Oxford/AstraZeneca	24572	Europe
Slovenia	2021	2021-3	2021-03-02	Pfizer/BioNTech	177458	Europe
Slovenia	2021	2021-3	2021-03-09	Moderna	11875	Europe
Slovenia	2021	2021-3	2021-03-09	Oxford/AstraZeneca	51980	Europe
Slovenia	2021	2021-3	2021-03-09	Pfizer/BioNTech	198791	Europe
Slovenia	2021	2021-3	2021-03-16	Moderna	17757	Europe
Slovenia	2021	2021-3	2021-03-16	Oxford/AstraZeneca	55271	Europe
Slovenia	2021	2021-3	2021-03-16	Pfizer/BioNTech	220186	Europe
Slovenia	2021	2021-3	2021-03-23	Moderna	20747	Europe
Slovenia	2021	2021-3	2021-03-23	Oxford/AstraZeneca	77489	Europe
Slovenia	2021	2021-3	2021-03-23	Pfizer/BioNTech	249137	Europe
Slovenia	2021	2021-3	2021-03-30	Moderna	38236	Europe
Slovenia	2021	2021-3	2021-03-30	Oxford/AstraZeneca	89623	Europe
Slovenia	2021	2021-3	2021-03-30	Pfizer/BioNTech	278936	Europe
Slovenia	2021	2021-4	2021-04-06	Moderna	41354	Europe
Slovenia	2021	2021-4	2021-04-06	Oxford/AstraZeneca	101117	Europe
Slovenia	2021	2021-4	2021-04-06	Pfizer/BioNTech	319605	Europe
Slovenia	2021	2021-4	2021-04-13	Moderna	52535	Europe
Slovenia	2021	2021-4	2021-04-13	Oxford/AstraZeneca	106852	Europe
Slovenia	2021	2021-4	2021-04-13	Pfizer/BioNTech	360853	Europe
Slovenia	2021	2021-4	2021-04-20	Moderna	59166	Europe
Slovenia	2021	2021-4	2021-04-20	Oxford/AstraZeneca	126417	Europe
Slovenia	2021	2021-4	2021-04-20	Pfizer/BioNTech	401873	Europe
Slovenia	2021	2021-4	2021-04-27	Johnson&Johnson	72	Europe
Slovenia	2021	2021-4	2021-04-27	Moderna	68142	Europe
Slovenia	2021	2021-4	2021-04-27	Oxford/AstraZeneca	130008	Europe
Slovenia	2021	2021-4	2021-04-27	Pfizer/BioNTech	448416	Europe
Slovenia	2021	2021-5	2021-05-04	Johnson&Johnson	1647	Europe
Slovenia	2021	2021-5	2021-05-04	Moderna	77441	Europe
Slovenia	2021	2021-5	2021-05-04	Oxford/AstraZeneca	141389	Europe
Slovenia	2021	2021-5	2021-05-04	Pfizer/BioNTech	522922	Europe
Slovenia	2021	2021-5	2021-05-11	Johnson&Johnson	9864	Europe
Slovenia	2021	2021-5	2021-05-11	Moderna	85540	Europe
Slovenia	2021	2021-5	2021-05-11	Oxford/AstraZeneca	162868	Europe
Slovenia	2021	2021-5	2021-05-11	Pfizer/BioNTech	582646	Europe
Slovenia	2021	2021-5	2021-05-18	Johnson&Johnson	15903	Europe
Slovenia	2021	2021-5	2021-05-18	Moderna	105039	Europe
Slovenia	2021	2021-5	2021-05-18	Oxford/AstraZeneca	192355	Europe
Slovenia	2021	2021-5	2021-05-18	Pfizer/BioNTech	639965	Europe
Slovenia	2021	2021-5	2021-05-25	Johnson&Johnson	20739	Europe
Slovenia	2021	2021-5	2021-05-25	Moderna	115755	Europe
Slovenia	2021	2021-5	2021-05-25	Oxford/AstraZeneca	215847	Europe
Slovenia	2021	2021-5	2021-05-25	Pfizer/BioNTech	697086	Europe
Spain	2021	2021-1	2021-01-05	Johnson&Johnson	0	Europe
Spain	2021	2021-1	2021-01-05	Moderna	0	Europe
Spain	2021	2021-1	2021-01-05	Oxford/AstraZeneca	0	Europe
Spain	2021	2021-1	2021-01-05	Pfizer/BioNTech	418959	Europe
Spain	2021	2021-1	2021-01-12	Johnson&Johnson	0	Europe
Spain	2021	2021-1	2021-01-12	Moderna	7231	Europe
Spain	2021	2021-1	2021-01-12	Oxford/AstraZeneca	0	Europe
Spain	2021	2021-1	2021-01-12	Pfizer/BioNTech	918780	Europe
Spain	2021	2021-1	2021-01-19	Johnson&Johnson	0	Europe
Spain	2021	2021-1	2021-01-19	Moderna	25603	Europe
Spain	2021	2021-1	2021-01-19	Oxford/AstraZeneca	0	Europe
Spain	2021	2021-1	2021-01-19	Pfizer/BioNTech	1240251	Europe
Spain	2021	2021-1	2021-01-26	Johnson&Johnson	0	Europe
Spain	2021	2021-1	2021-01-26	Moderna	29448	Europe
Spain	2021	2021-1	2021-01-26	Oxford/AstraZeneca	0	Europe
Spain	2021	2021-1	2021-01-26	Pfizer/BioNTech	1610637	Europe
Spain	2021	2021-2	2021-02-02	Johnson&Johnson	0	Europe
Spain	2021	2021-2	2021-02-02	Moderna	49572	Europe
Spain	2021	2021-2	2021-02-02	Oxford/AstraZeneca	0	Europe
Spain	2021	2021-2	2021-02-02	Pfizer/BioNTech	2107560	Europe
Spain	2021	2021-2	2021-02-09	Johnson&Johnson	0	Europe
Spain	2021	2021-2	2021-02-09	Moderna	98530	Europe
Spain	2021	2021-2	2021-02-09	Oxford/AstraZeneca	34585	Europe
Spain	2021	2021-2	2021-02-09	Pfizer/BioNTech	2500657	Europe
Spain	2021	2021-2	2021-02-16	Johnson&Johnson	0	Europe
Spain	2021	2021-2	2021-02-16	Moderna	138140	Europe
Spain	2021	2021-2	2021-02-16	Oxford/AstraZeneca	132509	Europe
Spain	2021	2021-2	2021-02-16	Pfizer/BioNTech	2884836	Europe
Spain	2021	2021-2	2021-02-23	Johnson&Johnson	0	Europe
Spain	2021	2021-2	2021-02-23	Moderna	152032	Europe
Spain	2021	2021-2	2021-02-23	Oxford/AstraZeneca	376887	Europe
Spain	2021	2021-2	2021-02-23	Pfizer/BioNTech	3390129	Europe
Spain	2021	2021-3	2021-03-02	Johnson&Johnson	0	Europe
Spain	2021	2021-3	2021-03-02	Moderna	199081	Europe
Spain	2021	2021-3	2021-03-02	Oxford/AstraZeneca	670204	Europe
Spain	2021	2021-3	2021-03-02	Pfizer/BioNTech	3951968	Europe
Spain	2021	2021-3	2021-03-09	Johnson&Johnson	0	Europe
Spain	2021	2021-3	2021-03-09	Moderna	256438	Europe
Spain	2021	2021-3	2021-03-09	Oxford/AstraZeneca	971988	Europe
Spain	2021	2021-3	2021-03-09	Pfizer/BioNTech	4517508	Europe
Spain	2021	2021-3	2021-03-16	Johnson&Johnson	0	Europe
Spain	2021	2021-3	2021-03-16	Moderna	343346	Europe
Spain	2021	2021-3	2021-03-16	Oxford/AstraZeneca	1008999	Europe
Spain	2021	2021-3	2021-03-16	Pfizer/BioNTech	5083599	Europe
Spain	2021	2021-3	2021-03-23	Johnson&Johnson	0	Europe
Spain	2021	2021-3	2021-03-23	Moderna	444152	Europe
Spain	2021	2021-3	2021-03-23	Oxford/AstraZeneca	1432630	Europe
Spain	2021	2021-3	2021-03-23	Pfizer/BioNTech	5778785	Europe
Spain	2021	2021-3	2021-03-30	Johnson&Johnson	0	Europe
Spain	2021	2021-3	2021-03-30	Moderna	546388	Europe
Spain	2021	2021-3	2021-03-30	Oxford/AstraZeneca	1945797	Europe
Spain	2021	2021-3	2021-03-30	Pfizer/BioNTech	6450450	Europe
Spain	2021	2021-4	2021-04-06	Johnson&Johnson	0	Europe
Spain	2021	2021-4	2021-04-06	Moderna	615509	Europe
Spain	2021	2021-4	2021-04-06	Oxford/AstraZeneca	2642105	Europe
Spain	2021	2021-4	2021-04-06	Pfizer/BioNTech	7680179	Europe
Spain	2021	2021-4	2021-04-13	Johnson&Johnson	0	Europe
Spain	2021	2021-4	2021-04-13	Moderna	788909	Europe
Spain	2021	2021-4	2021-04-13	Oxford/AstraZeneca	3175070	Europe
Spain	2021	2021-4	2021-04-13	Pfizer/BioNTech	8964106	Europe
Spain	2021	2021-4	2021-04-20	Johnson&Johnson	33878	Europe
Spain	2021	2021-4	2021-04-20	Moderna	959416	Europe
Spain	2021	2021-4	2021-04-20	Oxford/AstraZeneca	3569588	Europe
Spain	2021	2021-4	2021-04-20	Pfizer/BioNTech	10240883	Europe
Spain	2021	2021-4	2021-04-27	Johnson&Johnson	131808	Europe
Spain	2021	2021-4	2021-04-27	Moderna	1121675	Europe
Spain	2021	2021-4	2021-04-27	Oxford/AstraZeneca	3959724	Europe
Spain	2021	2021-4	2021-04-27	Pfizer/BioNTech	12006659	Europe
Spain	2021	2021-5	2021-05-04	Johnson&Johnson	190493	Europe
Spain	2021	2021-5	2021-05-04	Moderna	1332828	Europe
Spain	2021	2021-5	2021-05-04	Oxford/AstraZeneca	4594489	Europe
Spain	2021	2021-5	2021-05-04	Pfizer/BioNTech	13764499	Europe
Spain	2021	2021-5	2021-05-11	Johnson&Johnson	223803	Europe
Spain	2021	2021-5	2021-05-11	Moderna	1772996	Europe
Spain	2021	2021-5	2021-05-11	Oxford/AstraZeneca	4830343	Europe
Spain	2021	2021-5	2021-05-11	Pfizer/BioNTech	15522879	Europe
Spain	2021	2021-5	2021-05-18	Johnson&Johnson	319106	Europe
Spain	2021	2021-5	2021-05-18	Moderna	2137812	Europe
Spain	2021	2021-5	2021-05-18	Oxford/AstraZeneca	4940239	Europe
Spain	2021	2021-5	2021-05-18	Pfizer/BioNTech	17274702	Europe
Spain	2021	2021-5	2021-05-25	Johnson&Johnson	430876	Europe
Spain	2021	2021-5	2021-05-25	Moderna	2471739	Europe
Spain	2021	2021-5	2021-05-25	Oxford/AstraZeneca	5114160	Europe
Spain	2021	2021-5	2021-05-25	Pfizer/BioNTech	18841808	Europe
Spain	2021	2021-6	2021-06-01	Johnson&Johnson	498144	Europe
Spain	2021	2021-6	2021-06-01	Moderna	2533061	Europe
Spain	2021	2021-6	2021-06-01	Oxford/AstraZeneca	5218217	Europe
Spain	2021	2021-6	2021-06-01	Pfizer/BioNTech	19382744	Europe
Sweden	2020	2020-12	2020-12-29	Pfizer/BioNTech	2236	Europe
Sweden	2021	2021-1	2021-01-05	Pfizer/BioNTech	50757	Europe
Sweden	2021	2021-1	2021-01-12	Moderna	89	Europe
Sweden	2021	2021-1	2021-01-12	Pfizer/BioNTech	128292	Europe
Sweden	2021	2021-1	2021-01-19	Moderna	5352	Europe
Sweden	2021	2021-1	2021-01-19	Pfizer/BioNTech	236012	Europe
Sweden	2021	2021-1	2021-01-26	Moderna	8082	Europe
Sweden	2021	2021-1	2021-01-26	Pfizer/BioNTech	322231	Europe
Sweden	2021	2021-2	2021-02-02	Moderna	12341	Europe
Sweden	2021	2021-2	2021-02-02	Oxford/AstraZeneca	0	Europe
Sweden	2021	2021-2	2021-02-02	Pfizer/BioNTech	416987	Europe
Sweden	2021	2021-2	2021-02-09	Moderna	23042	Europe
Sweden	2021	2021-2	2021-02-09	Oxford/AstraZeneca	8718	Europe
Sweden	2021	2021-2	2021-02-09	Pfizer/BioNTech	512736	Europe
Sweden	2021	2021-2	2021-02-16	Moderna	38712	Europe
Sweden	2021	2021-2	2021-02-16	Oxford/AstraZeneca	35907	Europe
Sweden	2021	2021-2	2021-02-16	Pfizer/BioNTech	620138	Europe
Sweden	2021	2021-2	2021-02-23	Moderna	48164	Europe
Sweden	2021	2021-2	2021-02-23	Oxford/AstraZeneca	74232	Europe
Sweden	2021	2021-2	2021-02-23	Pfizer/BioNTech	724725	Europe
Sweden	2021	2021-3	2021-03-02	Moderna	61245	Europe
Sweden	2021	2021-3	2021-03-02	Oxford/AstraZeneca	140077	Europe
Sweden	2021	2021-3	2021-03-02	Pfizer/BioNTech	828996	Europe
Sweden	2021	2021-3	2021-03-09	Moderna	84186	Europe
Sweden	2021	2021-3	2021-03-09	Oxford/AstraZeneca	210082	Europe
Sweden	2021	2021-3	2021-03-09	Pfizer/BioNTech	954130	Europe
Sweden	2021	2021-3	2021-03-16	Moderna	112125	Europe
Sweden	2021	2021-3	2021-03-16	Oxford/AstraZeneca	221924	Europe
Sweden	2021	2021-3	2021-03-16	Pfizer/BioNTech	1088769	Europe
Sweden	2021	2021-3	2021-03-23	Moderna	147695	Europe
Sweden	2021	2021-3	2021-03-23	Oxford/AstraZeneca	228558	Europe
Sweden	2021	2021-3	2021-03-23	Pfizer/BioNTech	1243651	Europe
Sweden	2021	2021-3	2021-03-30	Moderna	166950	Europe
Sweden	2021	2021-3	2021-03-30	Oxford/AstraZeneca	301409	Europe
Sweden	2021	2021-3	2021-03-30	Pfizer/BioNTech	1414986	Europe
Sweden	2021	2021-4	2021-04-06	Moderna	205196	Europe
Sweden	2021	2021-4	2021-04-06	Oxford/AstraZeneca	407797	Europe
Sweden	2021	2021-4	2021-04-06	Pfizer/BioNTech	1610517	Europe
Sweden	2021	2021-4	2021-04-13	Moderna	234005	Europe
Sweden	2021	2021-4	2021-04-13	Oxford/AstraZeneca	571042	Europe
Sweden	2021	2021-4	2021-04-13	Pfizer/BioNTech	1894803	Europe
Sweden	2021	2021-4	2021-04-20	Moderna	272794	Europe
Sweden	2021	2021-4	2021-04-20	Oxford/AstraZeneca	665649	Europe
Sweden	2021	2021-4	2021-04-20	Pfizer/BioNTech	2199581	Europe
Sweden	2021	2021-4	2021-04-27	Moderna	303330	Europe
Sweden	2021	2021-4	2021-04-27	Oxford/AstraZeneca	700957	Europe
Sweden	2021	2021-4	2021-04-27	Pfizer/BioNTech	2529418	Europe
Sweden	2021	2021-5	2021-05-04	Moderna	351474	Europe
Sweden	2021	2021-5	2021-05-04	Oxford/AstraZeneca	719336	Europe
Sweden	2021	2021-5	2021-05-04	Pfizer/BioNTech	2912429	Europe
Sweden	2021	2021-5	2021-05-11	Moderna	388347	Europe
Sweden	2021	2021-5	2021-05-11	Oxford/AstraZeneca	748604	Europe
Sweden	2021	2021-5	2021-05-11	Pfizer/BioNTech	3258037	Europe
Sweden	2021	2021-5	2021-05-18	Moderna	450975	Europe
Sweden	2021	2021-5	2021-05-18	Oxford/AstraZeneca	789895	Europe
Sweden	2021	2021-5	2021-05-18	Pfizer/BioNTech	3594368	Europe
Sweden	2021	2021-5	2021-05-25	Moderna	503224	Europe
Sweden	2021	2021-5	2021-05-25	Oxford/AstraZeneca	812344	Europe
Sweden	2021	2021-5	2021-05-25	Pfizer/BioNTech	3962314	Europe
Sweden	2021	2021-6	2021-06-01	Moderna	537589	Europe
Sweden	2021	2021-6	2021-06-01	Oxford/AstraZeneca	843513	Europe
Sweden	2021	2021-6	2021-06-01	Pfizer/BioNTech	4164830	Europe
Switzerland	2021	2021-2	2021-02-14	Moderna	230507	Europe
Switzerland	2021	2021-2	2021-02-14	Pfizer/BioNTech	320890	Europe
Switzerland	2021	2021-2	2021-02-15	Moderna	239777	Europe
Switzerland	2021	2021-2	2021-02-15	Pfizer/BioNTech	329847	Europe
Switzerland	2021	2021-2	2021-02-16	Moderna	252160	Europe
Switzerland	2021	2021-2	2021-02-16	Pfizer/BioNTech	341145	Europe
Switzerland	2021	2021-2	2021-02-17	Moderna	267224	Europe
Switzerland	2021	2021-2	2021-02-17	Pfizer/BioNTech	354139	Europe
Switzerland	2021	2021-2	2021-02-18	Moderna	281268	Europe
Switzerland	2021	2021-2	2021-02-18	Pfizer/BioNTech	366978	Europe
Switzerland	2021	2021-2	2021-02-19	Moderna	292413	Europe
Switzerland	2021	2021-2	2021-02-19	Pfizer/BioNTech	378771	Europe
Switzerland	2021	2021-2	2021-02-20	Moderna	296921	Europe
Switzerland	2021	2021-2	2021-02-20	Pfizer/BioNTech	381191	Europe
Switzerland	2021	2021-2	2021-02-21	Moderna	298941	Europe
Switzerland	2021	2021-2	2021-02-21	Pfizer/BioNTech	382952	Europe
Switzerland	2021	2021-2	2021-02-22	Moderna	309456	Europe
Switzerland	2021	2021-2	2021-02-22	Pfizer/BioNTech	391623	Europe
Switzerland	2021	2021-2	2021-02-23	Moderna	324346	Europe
Switzerland	2021	2021-2	2021-02-23	Pfizer/BioNTech	401783	Europe
Switzerland	2021	2021-2	2021-02-24	Moderna	342898	Europe
Switzerland	2021	2021-2	2021-02-24	Pfizer/BioNTech	414648	Europe
Switzerland	2021	2021-2	2021-02-25	Moderna	359523	Europe
Switzerland	2021	2021-2	2021-02-25	Pfizer/BioNTech	425288	Europe
Switzerland	2021	2021-2	2021-02-26	Moderna	374388	Europe
Switzerland	2021	2021-2	2021-02-26	Pfizer/BioNTech	433842	Europe
Switzerland	2021	2021-2	2021-02-27	Moderna	378119	Europe
Switzerland	2021	2021-2	2021-02-27	Pfizer/BioNTech	436325	Europe
Switzerland	2021	2021-2	2021-02-28	Moderna	379605	Europe
Switzerland	2021	2021-2	2021-02-28	Pfizer/BioNTech	438091	Europe
Switzerland	2021	2021-3	2021-03-01	Moderna	392280	Europe
Switzerland	2021	2021-3	2021-03-01	Pfizer/BioNTech	446766	Europe
Switzerland	2021	2021-3	2021-03-02	Moderna	406715	Europe
Switzerland	2021	2021-3	2021-03-02	Pfizer/BioNTech	456732	Europe
Switzerland	2021	2021-3	2021-03-03	Moderna	426221	Europe
Switzerland	2021	2021-3	2021-03-03	Pfizer/BioNTech	472886	Europe
Switzerland	2021	2021-3	2021-03-04	Moderna	444173	Europe
Switzerland	2021	2021-3	2021-03-04	Pfizer/BioNTech	486158	Europe
Switzerland	2021	2021-3	2021-03-05	Moderna	459166	Europe
Switzerland	2021	2021-3	2021-03-05	Pfizer/BioNTech	498851	Europe
Switzerland	2021	2021-3	2021-03-06	Moderna	462556	Europe
Switzerland	2021	2021-3	2021-03-06	Pfizer/BioNTech	501244	Europe
Switzerland	2021	2021-3	2021-03-07	Moderna	464706	Europe
Switzerland	2021	2021-3	2021-03-07	Pfizer/BioNTech	502784	Europe
Switzerland	2021	2021-3	2021-03-08	Moderna	475777	Europe
Switzerland	2021	2021-3	2021-03-08	Pfizer/BioNTech	514145	Europe
Switzerland	2021	2021-3	2021-03-09	Moderna	490944	Europe
Switzerland	2021	2021-3	2021-03-09	Pfizer/BioNTech	527657	Europe
Switzerland	2021	2021-3	2021-03-10	Moderna	507905	Europe
Switzerland	2021	2021-3	2021-03-10	Pfizer/BioNTech	543615	Europe
Switzerland	2021	2021-3	2021-03-11	Moderna	523401	Europe
Switzerland	2021	2021-3	2021-03-11	Pfizer/BioNTech	558174	Europe
Switzerland	2021	2021-3	2021-03-12	Moderna	536262	Europe
Switzerland	2021	2021-3	2021-03-12	Pfizer/BioNTech	570619	Europe
Switzerland	2021	2021-3	2021-03-13	Moderna	540234	Europe
Switzerland	2021	2021-3	2021-03-13	Pfizer/BioNTech	572269	Europe
Switzerland	2021	2021-3	2021-03-14	Moderna	541151	Europe
Switzerland	2021	2021-3	2021-03-14	Pfizer/BioNTech	573834	Europe
Switzerland	2021	2021-3	2021-03-15	Moderna	550880	Europe
Switzerland	2021	2021-3	2021-03-15	Pfizer/BioNTech	584634	Europe
Switzerland	2021	2021-3	2021-03-16	Moderna	563130	Europe
Switzerland	2021	2021-3	2021-03-16	Pfizer/BioNTech	599516	Europe
Switzerland	2021	2021-3	2021-03-17	Moderna	576484	Europe
Switzerland	2021	2021-3	2021-03-17	Pfizer/BioNTech	619958	Europe
Switzerland	2021	2021-3	2021-03-18	Moderna	589492	Europe
Switzerland	2021	2021-3	2021-03-18	Pfizer/BioNTech	638539	Europe
Switzerland	2021	2021-3	2021-03-19	Moderna	599411	Europe
Switzerland	2021	2021-3	2021-03-19	Pfizer/BioNTech	655730	Europe
Switzerland	2021	2021-3	2021-03-20	Moderna	601643	Europe
Switzerland	2021	2021-3	2021-03-20	Pfizer/BioNTech	659538	Europe
Switzerland	2021	2021-3	2021-03-21	Moderna	601931	Europe
Switzerland	2021	2021-3	2021-03-21	Pfizer/BioNTech	660994	Europe
Switzerland	2021	2021-3	2021-03-22	Moderna	612633	Europe
Switzerland	2021	2021-3	2021-03-22	Pfizer/BioNTech	674743	Europe
Switzerland	2021	2021-3	2021-03-23	Moderna	627880	Europe
Switzerland	2021	2021-3	2021-03-23	Pfizer/BioNTech	690174	Europe
Switzerland	2021	2021-3	2021-03-24	Moderna	648578	Europe
Switzerland	2021	2021-3	2021-03-24	Pfizer/BioNTech	710055	Europe
Switzerland	2021	2021-3	2021-03-25	Moderna	671958	Europe
Switzerland	2021	2021-3	2021-03-25	Pfizer/BioNTech	722432	Europe
Switzerland	2021	2021-3	2021-03-26	Moderna	691648	Europe
Switzerland	2021	2021-3	2021-03-26	Pfizer/BioNTech	736190	Europe
Switzerland	2021	2021-3	2021-03-27	Moderna	697685	Europe
Switzerland	2021	2021-3	2021-03-27	Pfizer/BioNTech	739353	Europe
Switzerland	2021	2021-3	2021-03-28	Moderna	701883	Europe
Switzerland	2021	2021-3	2021-03-28	Pfizer/BioNTech	742574	Europe
Switzerland	2021	2021-3	2021-03-29	Moderna	721191	Europe
Switzerland	2021	2021-3	2021-03-29	Pfizer/BioNTech	754999	Europe
